--- Chunk 0 ---
[5.77-6.25]  Hei!
[116.68-116.84]  kommer
[116.84-116.98]  jeg
[116.98-117.36]  litt
[117.36-117.46]  i.
[117.72-118.00]  Og
[118.00-118.22]  så
[118.22-118.52]  følgelig
[118.52-118.70]  for
[118.70-119.22]  eindåsmækler
[119.22-119.40]  det.
[119.74-119.94]  Ja,
[119.94-120.06]  du
[120.06-120.10]  har
[120.10-120.28]  sikkert
[120.28-120.50]  skjønt
[120.50-120.60]  å
[120.60-120.90]  noe.
[121.08-121.56]  Trippelteks
[121.56-121.96]  hjelper
[121.96-122.40]  alle
[122.40-122.60]  slags
[122.60-123.10]  bedrifter
[123.10-123.38]  med
[123.38-123.46]  å
[123.46-123.60]  hante
[123.60-123.74]  i
[123.74-123.84]  det
[123.84-124.54]  årsjupjøresit.
[124.82-125.10]  Husk,
[125.10-125.46]  fristene
[125.46-125.58]  fra
[125.58-125.72]  å
[125.72-125.74]  leve
[125.74-126.12]  skattere
[126.12-126.60]  meldingen,
[126.62-126.76]  tret
[126.76-126.84]  i
[126.84-127.10]  første
[127.10-127.30]  maj.
[127.72-127.94]  Hej,
[127.96-128.08]  eller
[128.08-128.46]  nørdigvis
[128.46-129.62]  røinskapsprogramme.
[129.84-130.32]  Trippelteks.

