--- Chunk 0 ---
[0.33-0.83]  Hey,
[7.32-7.48]  the
[7.48-7.90]  funeral,
[8.38-8.64]  watching
[8.64-8.86]  from
[8.86-9.08]  their
[9.08-9.42]  car
[9.42-9.76]  as
[9.76-10.16]  mourners
[10.16-10.60]  arrived.
[11.36-11.48]  At
[11.48-11.60]  the
[11.60-11.82]  same
[11.82-12.24]  time,
[12.54-12.62]  they
[12.62-12.98]  asked
[12.98-13.26]  Nicole
[13.26-13.52]  to
[13.52-13.74]  come
[13.74-13.90]  in
[13.90-14.08]  for
[14.08-14.40]  another
[14.40-14.96]  interview
[14.96-15.26]  later
[15.26-15.50]  that
[15.50-15.92]  day,
[16.56-16.70]  a
[16.70-16.90]  move
[16.90-17.28]  that
[17.28-17.58]  may
[17.58-17.78]  not
[17.78-17.94]  have
[17.94-18.16]  sat
[18.16-18.48]  well
[18.48-18.74]  with
[18.74-18.84]  her
[18.84-19.20]  mother.
[19.88-20.34]  Anita's
[20.34-20.64]  friends
[20.64-21.12]  remember
[21.12-21.44]  a
[21.44-21.90]  painful
[21.90-22.46]  exchange
[22.46-23.12]  between
[23.12-23.82]  Anita's
[23.82-24.06]  mom
[24.06-24.62]  and
[24.62-25.48]  Nicole's.
[26.12-26.74]  And
[26.74-26.86]  I
[26.86-27.48]  overheard
[27.48-28.42]  Nicole's
[28.42-28.82]  mom.
[29.96-30.44]  asking
[30.44-30.72]  her
[30.72-31.14]  rather
[31.14-31.80]  aggressively,
[32.16-32.16]  like,
[32.46-33.58]  how
[33.58-33.76]  could
[33.76-33.88]  you
[33.88-34.06]  think
[34.06-34.24]  my
[34.24-34.50]  daughter
[34.50-34.74]  did
[34.74-35.08]  this?
[36.38-36.86]  I
[36.86-37.10]  can't
[37.10-37.38]  believe
[37.38-37.72]  that
[37.72-37.96]  this
[37.96-38.10]  is
[38.10-38.24]  the
[38.24-38.42]  room
[38.42-38.48]  we're
[38.48-38.66]  going
[38.66-38.96]  around
[38.96-39.18]  and
[39.18-39.68]  paraphrasing,
[39.68-39.92]  of
[39.92-40.06]  course,
[40.20-40.28]  because
[40.28-40.40]  I
[40.40-40.60]  can't
[40.60-40.80]  remember
[40.80-41.00]  the
[41.00-41.22]  exact
[41.22-41.50]  words,
[41.70-41.78]  but
[41.78-42.60]  something
[42.60-42.84]  to
[42.84-43.02]  the
[43.02-43.34]  effect
[43.34-43.84]  of,
[43.98-44.00]  I
[44.00-44.86]  can't
[44.86-45.06]  believe
[45.06-45.30]  that
[45.30-45.54]  people
[45.54-45.68]  are
[45.68-45.94]  blaming
[45.94-46.26]  my
[46.26-46.56]  daughter
[46.56-46.82]  for
[46.82-47.02]  this.
[47.44-47.56]  This
[47.56-47.66]  is
[47.66-47.84]  all
[47.84-48.24]  happening
[48.24-48.64]  at
[48.64-48.76]  the
[48.76-49.02]  funeral.
[49.66-49.96]  Yes,
[50.10-50.30]  before
[50.30-50.48]  the
[50.48-50.76]  actual
[50.76-51.12]  funeral
[51.12-51.48]  started,
[51.68-51.76]  yeah.
[52.44-52.80]  I
[52.80-53.26]  turned
[53.26-53.74]  around
[53.74-54.24]  and
[54.24-55.16]  it
[55.16-55.32]  was
[55.32-55.50]  just
[55.50-55.96]  wild.
[56.36-56.58]  It
[56.58-56.80]  was
[56.80-57.18]  just
[57.18-58.22]  wild
[58.22-58.56]  behavior
[58.56-58.84]  for
[58.84-58.94]  an
[58.94-59.14]  adult.
[60.14-60.36]  But
[60.36-60.52]  the
[60.52-60.74]  dust
[60.74-61.24]  settled,
[61.72-61.78]  and
[61.78-61.88]  the
[61.88-62.22]  memorial
[62.22-62.78]  moved
[62.78-63.18]  on.
[64.16-64.64]  And
[64.64-64.72]  a
[64.72-65.02]  very
[65.02-65.34]  close
[65.34-65.78]  friend
[65.78-66.14]  took
[66.14-66.56]  over,
[67.02-67.28]  Tyler
[67.28-68.08]  Schmaltz,
[68.50-68.58]  the
[68.58-68.76]  young
[68.76-69.04]  man
[69.04-69.26]  on
[69.26-69.40]  the
[69.40-69.66]  scene
[69.66-69.92]  that
[69.92-70.22]  first
[70.22-70.62]  night.
[71.46-71.72]  He
[71.72-71.86]  was
[71.86-72.14]  now
[72.14-72.52]  in
[72.52-72.64]  the
[72.64-73.02]  middle
[73.02-73.28]  of
[73.28-73.78]  Anita's
[73.78-74.18]  goodbye.
[75.06-75.54]  We
[75.54-75.66]  made
[75.66-75.76]  a
[75.76-76.06]  slideshow
[76.06-76.20]  for
[76.20-76.28]  her
[76.28-76.52]  parents.
[77.02-77.14]  What
[77.14-77.26]  kind
[77.26-77.36]  of
[77.36-77.58]  pictures
[77.58-77.80]  did
[77.80-77.92]  you
[77.92-78.06]  want
[78.06-78.16]  to
[78.16-78.36]  pick
[78.36-78.56]  of
[78.56-78.78]  Anita?
[79.06-79.12]  The
[79.12-79.30]  prom
[79.30-79.54]  ones
[79.54-79.74]  where
[79.74-79.94]  she's
[79.94-80.10]  dancing,
[80.40-80.60]  where
[80.60-80.84]  she's
[80.84-80.92]  with
[80.92-81.18]  friends
[81.18-81.36]  and
[81.36-81.70]  family.
[82.16-82.64]  Just
[82.64-82.80]  her
[82.80-83.00]  living
[83.00-83.20]  her
[83.20-83.44]  life.
[84.75-85.23]  He
[85.23-85.57]  also
[85.57-85.83]  took
[85.83-85.93]  it
[85.93-86.17]  upon
[86.17-86.61]  himself
[86.61-86.95]  to
[86.95-87.29]  arrange
[87.29-87.63]  a
[87.63-87.97]  send
[87.97-88.21] -off
[88.21-88.55]  with
[88.55-88.87]  pink
[88.87-89.29]  balloons.
[96.19-96.87]  Through
[96.87-97.05]  it
[97.05-97.35]  all,
[97.61-97.81]  police
[97.81-98.29]  wondered
[98.29-98.55]  if
[98.55-98.75]  the
[98.75-99.01]  killer
[99.01-99.55]  was
[99.55-99.97]  among
[99.97-100.21]  the
[100.21-100.89]  mourners,
[101.27-101.49]  and
[101.49-101.63]  they
[101.63-101.81]  had
[101.81-102.05]  some
[102.05-102.35]  very
[102.35-103.11]  particular
[103.11-103.65]  questions
[103.65-103.95]  for
[103.95-104.13]  that
[104.13-104.43]  close
[104.43-104.99]  friend,
[105.37-105.61]  Tyler
[105.61-106.35]  Schmolts.
[107.03-107.25]  Three
[107.25-107.49]  days
[107.49-107.85]  after
[107.85-108.03]  the
[108.03-108.37]  funeral,
[108.85-109.09]  Tyler
[109.09-109.45]  found
[109.45-109.93]  himself
[109.93-110.39]  once
[110.39-110.99]  again
[110.99-111.67]  talking
[111.67-111.95]  with
[111.95-112.37]  police.
[119.60-120.06]  Did
[120.06-120.16]  you
[120.16-120.32]  have
[120.32-120.78]  anybody
[120.78-121.12]  that
[121.12-121.26]  you
[121.26-121.48]  thought
[121.48-122.02]  that
[122.02-122.16]  you
[122.16-122.50]  suspected
[122.50-122.82]  at
[122.82-122.90]  the
[122.90-123.12]  time
[123.12-123.78]  back
[123.78-124.06]  then
[124.06-124.50]  Tyler?
[128.84-129.48]  Now
[129.48-129.74]  they
[129.74-129.90]  had
[129.90-130.10]  the
[130.10-130.66]  final
[130.66-131.22]  answer
[131.22-131.98]  or
[131.98-132.20]  did
[132.20-132.54]  they?
[133.16-133.58]  Nothing
[133.58-133.90]  is
[133.90-134.20]  more
[134.20-134.66]  suspense
[134.66-135.04]  than
[135.04-135.18]  a
[135.18-135.50]  date
[135.50-135.76]  line
[135.76-136.32]  mystery
[136.32-136.92]  and
[136.92-137.14]  no
[137.14-137.30]  one
[137.30-137.60]  wants
[137.60-137.74]  to
[137.74-137.92]  wait
[137.92-138.10]  to
[138.10-138.32]  find
[138.32-138.52]  out
[138.52-138.74]  what
[138.74-139.04]  happens
[139.04-139.50]  next
[139.50-140.26]  That's
[140.26-140.42]  why
[140.42-140.94]  everyone
[140.94-141.38]  needs
[141.38-141.62]  date
[141.62-141.94]  line
[141.94-142.48]  premium
[142.48-143.06]  where
[143.06-143.56]  listening
[143.56-143.84]  is
[143.84-144.32]  always
[144.32-144.82]  ad
[144.82-145.06] -free
[145.06-145.72]  you
[145.72-145.90]  get
[145.90-146.08]  the
[146.08-146.28]  whole
[146.28-146.82]  story
[146.82-147.18]  and
[147.18-147.64]  nothing
[147.64-147.88]  but
[147.88-148.08]  the
[148.08-148.50]  story
[148.83-149.23]  Or
[149.23-149.81]  do
[149.81-150.19]  you?
[150.63-151.17]  Yes,
[151.69-152.09]  actually.
[152.65-152.75]  You
[152.75-152.99]  do.
[168.09-168.47]  Mayor,
[168.67-168.77]  will
[168.77-168.99]  I
[168.99-169.15]  be
[169.15-169.41]  able
[169.41-169.57]  to
[169.57-169.79]  drop
[169.79-170.01]  into
[170.01-170.47]  multiplayer
[170.47-170.87]  gaming
[170.87-171.23]  battles
[171.23-171.47]  with
[171.47-171.67]  low
[171.67-171.93]  lag?
[172.35-172.43]  The
[172.43-172.57]  lag
[172.57-172.81]  won't
[172.81-172.91]  be
[172.91-173.03]  an
[173.03-173.27]  issue,
[173.41-173.45]  but
[173.45-173.63]  your
[173.63-174.03]  questionable
[174.03-174.51]  skills,
[174.73-174.99]  maybe.
[175.47-175.67]  And
[175.67-175.79]  what
[175.79-175.91]  if
[175.91-176.01]  I
[176.01-176.15]  have
[176.15-176.65]  hundreds
[176.65-176.93]  of
[176.93-177.19]  devices
[177.19-177.45]  on
[177.45-177.55]  the
[177.55-177.67]  Wi
[177.67-177.83] -Fi?
[178.23-178.67]  Purely
[178.67-179.19]  hypothetical.
[179.77-179.95]  Seems
[179.95-180.17]  like
[180.17-180.27]  a
[180.27-180.43]  lot.
[180.73-180.81]  But
[180.81-180.99]  sure,
[181.19-181.41]  hundreds
[181.41-181.55]  of
[181.55-181.83]  devices
[181.83-182.25]  all
[182.25-182.69]  booming
[182.69-183.13]  together
[183.13-183.57]  with
[183.57-183.75]  the
[183.75-184.11]  Xfinity
[184.11-184.33]  Gateway.
[184.95-185.39]  Yes,
[185.57-185.65]  friends
[185.65-185.85]  and
[185.85-186.07]  neighbors,
[186.31-186.39]  with
[186.39-186.85]  Xfinity,
[186.97-187.05]  the
[187.05-187.27]  Wi
[187.27-187.49] -Fi
[187.49-187.81]  is
[187.81-188.13]  booming!
[188.47-188.81]  Restrictions
[188.81-189.07]  apply.
[189.49-189.67]  Hey,
[189.71-189.91]  everybody.
[190.31-190.47]  I'm
[190.47-190.57]  Al
[190.57-190.81]  Roker
[190.81-191.07]  from
[191.07-191.19]  The
[191.19-191.41]  Today
[191.41-191.63]  Show.
[191.91-192.21]  Let's
[192.21-192.63]  kickstart
[192.63-192.93]  your
[192.93-193.39]  wellness
[193.39-193.77]  journey
[193.77-194.15]  with
[194.15-194.35]  the
[194.35-194.55]  all
[194.55-194.73] -new
[194.73-194.97]  start
[194.97-195.33]  today
[195.33-195.79]  at...
[195.90-196.34]  everything
[196.34-196.52]  you
[196.52-196.68]  need
[196.68-196.90]  for
[196.90-197.00]  a
[197.00-197.30]  healthier
[197.30-197.62]  you
[197.62-198.10]  all
[198.10-198.28]  in
[198.28-198.48]  one
[198.48-198.88]  place.
[199.26-199.44]  Fitness
[199.44-199.84]  challenge
[199.84-200.06]  is
[200.06-200.28]  for
[200.28-200.52]  all
[200.52-200.82]  levels.
[201.14-201.36]  Meal
[201.36-201.62]  plans
[201.62-201.90]  that
[201.90-202.02]  are
[202.02-202.38]  easy
[202.38-202.70]  and
[202.70-203.06]  delicious
[203.06-203.54]  and
[203.54-203.86]  so
[203.86-204.12]  much
[204.12-204.36]  more.
[204.78-205.00]  It's
[205.00-205.22]  built
[205.22-205.44]  to
[205.44-205.60]  fit
[205.60-205.94]  your
[205.94-206.42]  lifestyle
[206.42-206.78]  and
[206.78-207.16]  our
[207.16-207.60]  experts
[207.60-207.92]  will
[207.92-208.16]  guide
[208.16-208.36]  you
[208.36-208.90]  every
[208.90-209.14]  step
[209.14-209.28]  of
[209.28-209.36]  the
[209.36-209.52]  way.
[209.76-209.82]  Come
[209.82-209.94]  on,
[210.12-210.34]  let's
[210.34-210.46]  do
[210.46-210.66]  this!
[211.00-211.06]  To
[211.06-211.50]  subscribe,
[211.86-212.10]  download
[212.10-212.56]  Start
[212.56-212.90]  Today
[212.90-213.18]  from
[213.18-213.34]  the
[213.34-213.48]  App
[213.48-213.70]  Store
[213.70-213.88]  on
[213.88-214.00]  your
[214.00-214.24]  Apple
[214.24-214.58]  device
[214.58-214.92]  now.
[215.14-215.38]  Terms
[215.38-215.66]  apply,
[215.84-216.02]  cancel
[216.02-216.36]  anytime
[216.36-216.70]  through
[216.70-216.96]  Apple
[216.96-217.24]  under
[217.24-217.52]  profile
[217.52-217.96]  settings.

